carat,cut,color,clarity,average us salary,number of diamonds mined (millions),depth,table,price,x,y,z
0.38,Premium,E,VVS1,34333,2.1,61.9,58.0,1327.0,4.66,4.62,2.87
0.55,Ideal,I,VS2,30383,1.02,58.5,62.0,1327.0,5.4,5.39,3.16
0.5,Fair,G,VS1,30318,4.33,60.3,66.0,1327.0,5.13,5.09,3.08
0.59,Good,E,SI2,30520,0.89,57.4,62.0,1327.0,5.53,5.49,3.16
0.51,Very Good,H,VS2,47552,0.89,60.1,59.8,1328.0,5.14,5.19,3.1
0.7,TRUE,FALSE,SI1,43399,1.23,57.8,57.0,2401.0,5.33,5.29,3.53
0.62,Premium,F,SI2,37289,5.0,61.7,60.0,1329.0,5.48,5.45,3.37
0.43,Ideal,H,VS1,37358,4.19,61.2,55.0,1329.0,4.87,4.9,2.99
0.51,Ideal,G,SI1,47365,1.28,61.3,55.0,1329.0,5.18,5.22,3.53
0.53,Ideal,G,SI1,47825,3.92,62.4,55.0,1329.0,5.21,5.18,3.24
0.59,Ideal,J,VS1,40503,2.54,58.7,56.0,1330.0,5.52,5.48,3.23
0.51,Very Good,E,SI1,44119,2.57,63.0,58.0,1330.0,4.99,5.08,3.17
0.52,Ideal,E,SI1,34739,5.07,61.4,57.0,1330.0,5.15,5.18,3.17
0.45,Ideal,D,VS1,32940,2.71,62.3,56.0,1330.0,4.88,4.91,3.05
0.52,Very Good,E,SI1,45985,3.36,63.0,54.0,1330.0,5.11,5.15,3.23
0.35,Ideal,D,VVS1,47319,0.98,60.8,55.0,1330.0,4.58,4.6,2.79
0.35,Ideal,D,VVS1,30368,2.19,60.6,56.0,1330.0,4.58,4.59,2.78
0.58,Ideal,G,SI1,43513,4.33,61.4,55.0,1330.0,5.38,5.41,3.31
0.54,Premium,F,SI1,30091,1.81,61.8,60.0,1330.0,5.22,5.2,3.22
0.65,Very Good,H,SI2,34516,4.59,62.0,56.0,1331.0,5.53,5.56,3.44
0.5,Very Good,E,SI1,38070,0.62,62.7,55.0,1331.0,5.06,5.09,3.18
0.5,Very Good,E,SI1,45838,0.88,60.9,58.0,1331.0,5.1,5.14,3.12
0.5,Very Good,E,SI1,45870,1.21,61.9,53.0,1331.0,5.14,5.16,3.19
0.31,Very Good,D,IF,31785,0.97,62.0,56.0,1331.0,4.33,4.35,2.69
0.5,Ideal,E,SI1,42466,1.86,62.2,57.0,1331.0,5.05,5.08,3.15
0.5,Ideal,E,SI1,32929,2.49,62.8,57.0,1331.0,5.05,5.08,3.18
0.5,Ideal,E,SI1,38894,4.77,59.7,62.0,1331.0,5.16,5.19,3.09
0.5,Ideal,E,SI1,42426,4.22,59.1,61.0,1331.0,5.16,5.19,3.06
0.5,Good,E,SI1,42730,1.23,58.5,59.0,1331.0,5.2,5.23,3.05
0.32,Premium,H,VS2,41008,0.95,59.5,58.0,505.0,4.47,4.5,2.67
0.32,Ideal,I,VS1,41292,0.9,60.9,56.0,505.0,4.44,4.46,2.71
0.32,Good,I,VS1,44970,4.32,63.2,54.0,505.0,4.38,4.42,2.78
0.36,Ideal,I,VS2,35660,4.42,61.8,55.0,505.0,4.58,4.61,2.84
0.32,Very Good,I,VS1,32452,4.03,62.4,56.0,505.0,4.31,4.37,2.71
0.32,Premium,H,VS2,41050,0.83,60.7,60.0,505.0,4.39,4.41,2.67
0.32,Very Good,I,VS1,31684,3.82,59.8,60.0,505.0,4.44,4.46,2.66
0.36,Premium,E,SI2,44464,3.07,60.6,59.0,505.0,4.57,4.61,2.78
0.7,very good,H,VS2,41768,4.63,61.8,57.0,505.0,4.44,5.71,2.7
0.32,Premium,I,VS1,32615,2.4,62.0,58.0,505.0,4.37,4.4,2.72
0.32,Ideal,H,VS2,36012,4.15,62.1,56.0,505.0,4.37,4.42,2.73
0.32,Very Good,H,VS2,44450,3.58,62.8,55.0,505.0,4.38,4.41,2.76
0.36,Premium,I,VS2,38697,1.3,62.7,59.0,505.0,4.54,4.58,2.86
0.32,Premium,I,VS1,30013,4.22,61.3,58.0,505.0,4.35,4.39,2.68
0.32,Good,H,VS2,30948,5.11,63.1,55.0,505.0,4.33,4.36,2.74
0.36,Very Good,E,SI2,39329,5.07,62.6,57.0,505.0,4.5,4.54,2.83
0.32,Ideal,H,VS2,36509,4.94,62.0,55.0,505.0,4.39,4.42,2.73
0.32,Premium,I,VS1,38287,1.33,61.0,60.0,505.0,4.42,4.47,2.71
0.32,Premium,H,VS2,42608,3.42,62.5,59.0,505.0,4.33,4.38,2.72
0.32,Ideal,H,VS2,31649,5.08,62.5,55.0,505.0,4.38,4.42,2.75
0.32,Ideal,I,VS1,47021,4.78,62.3,57.0,505.0,4.37,4.42,2.74
0.32,Very Good,H,VS2,35106,4.6,63.0,57.0,505.0,4.35,4.38,2.75
0.3,Very Good,G,VS2,41390,4.5,61.8,60.0,505.0,4.29,4.25,2.64
0.32,Premium,H,VS2,41935,4.87,61.7,59.0,505.0,4.35,4.4,2.7
0.32,Very Good,H,VS2,40793,0.87,60.7,61.0,505.0,4.39,4.41,2.67
0.36,Ideal,H,SI1,44963,2.31,62.3,57.0,505.0,4.54,4.58,2.84
0.32,Premium,H,VS2,48023,3.63,60.6,58.0,505.0,4.44,4.47,2.7
0.32,Very Good,H,VS2,30550,4.48,62.3,57.0,505.0,4.37,4.39,2.73
0.32,Ideal,H,VS2,32941,2.37,61.3,55.0,505.0,4.4,4.44,2.71
0.32,Ideal,H,VS2,47411,3.17,62.0,57.0,505.0,4.35,4.39,2.71
0.51,FALSE,G,SI1,40813,1.93,62.1,57.0,1331.0,5.7,5.71,3.53
0.53,Good,E,SI1,37240,4.05,64.1,54.0,1332.0,5.11,5.16,3.29
0.7,Premium,h,SI1,33573,2.86,61.8,59.0,1332.0,5.7,5.48,3.21
0.58,Premium,H,SI1,32709,4.76,59.7,57.0,1332.0,5.47,5.41,3.25
0.58,Premium,H,SI1,46383,1.88,62.1,55.0,1332.0,5.38,5.35,3.33
0.58,Very Good,H,SI1,35443,1.46,63.3,56.0,1332.0,5.34,5.31,3.37
0.58,Ideal,F,SI2,32218,2.77,62.0,57.0,1332.0,5.35,5.32,3.31
0.5,Ideal,D,SI2,41965,3.45,62.4,56.0,1332.0,5.1,5.06,3.17
0.5,Ideal,D,SI2,34484,1.87,62.5,55.0,1332.0,5.14,5.07,3.19
0.5,Ideal,D,SI2,44732,1.18,61.6,57.0,1332.0,5.13,5.1,3.15
0.5,Ideal,H,VS2,37961,4.98,61.2,56.0,1332.0,5.18,5.14,3.16
0.5,Ideal,F,SI1,46425,1.37,61.5,55.0,1332.0,5.16,5.12,3.16
0.5,Premium,F,SI1,32703,4.98,60.1,59.0,1332.0,5.17,5.14,3.1
0.5,Fair,H,VS2,48739,4.9,56.3,65.0,1332.0,5.24,5.21,2.94
0.5,Premium,H,VS2,45768,0.66,60.9,59.0,1332.0,5.14,5.11,3.12
0.4,Ideal,E,VVS1,37975,4.86,61.7,57.0,1333.0,4.7,4.74,2.91
0.4,FALSE,MAYBE,VVS1,39612,3.35,62.6,57.0,1333.0,4.7,4.73,3.53
0.4,Very Good,E,VVS1,35091,2.48,61.2,61.0,1333.0,4.7,4.74,2.89
0.4,Ideal,E,VVS1,45923,1.29,61.5,56.0,1333.0,4.7,4.73,2.9
0.5,Good,F,VS2,41192,1.9,63.6,58.0,1333.0,5.02,5.05,3.2
0.4,Premium,G,IF,48046,5.0,59.8,58.0,1333.0,4.79,4.85,2.88
0.4,Ideal,G,IF,39254,1.77,61.4,55.0,1333.0,4.76,4.79,2.93
0.4,Very Good,E,VVS1,40115,1.96,62.8,57.0,1333.0,4.65,4.71,2.94
0.4,Premium,G,IF,37612,3.01,60.8,58.0,1333.0,4.73,4.77,2.89
0.4,Premium,E,VVS1,37773,3.61,61.4,59.0,1333.0,4.68,4.74,2.89
0.38,Ideal,F,IF,42767,3.42,62.2,55.0,1333.0,4.64,4.66,2.89
0.4,Ideal,E,VVS1,32512,4.94,61.5,56.0,1333.0,4.75,4.78,2.93
0.5,Very Good,F,VS2,38993,4.61,60.6,59.0,1333.0,5.03,5.13,3.08
0.5,Good,D,SI1,34066,2.44,63.8,60.0,1333.0,5.0,5.03,3.2
0.4,Ideal,E,VVS1,37560,4.0,62.4,57.0,1333.0,4.67,4.72,2.93
0.4,Ideal,G,IF,32373,1.15,62.2,55.0,1333.0,4.73,4.76,2.95
0.57,Ideal,D,SI2,47393,4.86,62.3,53.0,1333.0,5.32,5.34,3.32
0.39,Ideal,E,IF,34909,1.25,61.3,56.0,1333.0,4.71,4.75,2.9
0.39,IDEAL,e,IF,45555,0.7,61.8,57.0,1333.0,4.73,4.76,3.53
0.62,Good,E,SI2,48876,4.28,59.4,65.0,1333.0,5.54,5.48,3.27
0.56,Ideal,F,SI1,36237,1.78,61.5,55.0,1334.0,5.3,5.34,3.27
0.44,Ideal,E,VVS2,47771,4.26,60.7,57.0,1334.0,4.92,4.9,2.98
0.44,Premium,E,VVS2,30741,2.35,60.0,59.0,1334.0,4.99,4.95,2.98
0.44,Ideal,E,VVS2,42831,4.55,61.8,56.0,1334.0,4.93,4.88,3.03
0.44,Ideal,E,VVS2,31151,4.32,60.9,57.0,1334.0,4.95,4.9,3.0
0.44,Ideal,E,VVS2,34633,2.31,61.9,56.0,1334.0,4.91,4.88,3.03
0.51,Fair,F,VS2,34717,2.62,61.0,66.0,1334.0,5.12,5.04,3.1
0.85,Fair,J,I1,40976,2.68,65.5,59.0,1334.0,5.95,5.82,3.86
0.89,Fair,H,I1,38719,0.73,58.8,66.0,1334.0,6.21,6.09,3.62
0.53,Premium,G,VS2,34658,0.62,59.9,60.0,1335.0,5.24,5.28,3.15
0.53,Ideal,F,SI2,40232,1.72,60.3,56.0,1335.0,5.25,5.3,3.18
0.7,TRUE,D,VS2,38870,1.9,64.0,57.0,1336.0,5.7,5.71,3.18
0.53,Very Good,G,SI1,48663,2.33,61.6,57.0,1336.0,5.18,5.21,3.2
0.41,Ideal,G,IF,48260,4.51,62.1,57.0,1336.0,4.77,4.76,2.96
0.58,Good,E,SI1,41906,4.45,59.3,64.0,1336.0,5.48,5.42,3.23
0.58,Very Good,G,VS2,30219,2.99,63.2,58.0,1336.0,5.36,5.28,3.36
0.44,Very Good,E,VVS2,34417,2.16,59.6,59.0,1337.0,4.98,4.99,2.97
0.5,Very Good,G,VS2,44670,0.83,61.8,58.0,2401.0,5.7,5.71,3.2
0.5,Very Good,H,VS2,47004,1.2,62.3,57.0,1337.0,5.03,5.12,3.16
0.5,Very Good,H,VS2,38881,4.71,62.3,56.0,1337.0,5.06,5.11,3.17
0.5,Very Good,E,SI1,46103,1.03,61.1,55.0,1337.0,5.1,5.15,3.13
0.5,Very Good,D,SI1,42038,4.19,63.5,57.0,1337.0,5.04,5.1,3.22
0.45,Ideal,E,VVS2,40543,3.6,61.9,56.0,1337.0,4.91,4.95,3.05
0.52,Ideal,F,SI1,35574,1.41,60.4,56.0,1337.0,5.31,5.29,3.2
0.5,Ideal,E,SI1,44847,2.96,60.6,59.0,1337.0,5.13,5.16,3.12
0.5,Ideal,E,SI1,42922,3.16,61.6,57.0,1337.0,5.08,5.11,3.14
0.5,Ideal,E,SI1,37244,3.51,61.9,60.0,1337.0,5.06,5.09,3.14
0.54,Good,H,VS2,45949,3.3,63.2,55.0,1338.0,5.2,5.24,3.3
0.54,Ideal,H,VS2,34383,2.48,60.1,57.0,1338.0,5.28,5.33,3.19
0.54,Very Good,H,VS2,44428,3.9,62.6,58.0,1338.0,5.16,5.19,3.24
0.46,Ideal,H,VVS1,30853,3.09,62.4,53.4,1338.0,4.95,5.01,3.1
0.6,Ideal,D,SI2,34169,3.76,61.3,59.0,1338.0,5.42,5.48,3.34
0.52,Premium,FALSE,SI1,45128,4.54,59.5,59.0,1338.0,5.7,5.24,3.14
0.52,Very Good,G,SI1,45905,3.51,63.3,55.0,1338.0,5.1,5.07,3.22
0.52,Good,G,SI1,31826,4.19,63.6,56.0,1338.0,5.09,5.07,3.23
0.52,Very Good,G,SI1,45598,2.7,63.3,57.0,1338.0,5.11,5.08,3.22
0.52,Premium,G,SI1,48941,3.41,59.6,62.0,1338.0,5.23,5.18,3.1
0.52,Premium,G,SI1,46157,1.46,62.8,61.0,1338.0,5.14,5.11,3.22
0.52,Good,F,SI1,47820,2.36,63.8,56.0,1338.0,5.12,5.07,3.25
0.52,Premium,F,SI1,42452,2.64,58.6,61.0,1338.0,5.3,5.28,3.1
0.56,Very Good,F,SI1,40614,3.13,63.3,56.0,1338.0,5.26,5.22,3.32
0.52,Ideal,G,SI1,38934,3.74,62.6,56.0,1338.0,5.16,5.13,3.22
0.5,Good,F,VS2,40636,2.99,65.3,57.0,1339.0,4.93,4.97,3.23
0.57,Very Good,G,SI1,42824,2.53,61.9,59.0,1340.0,5.28,5.31,3.28
0.56,Premium,G,SI1,41762,1.3,60.2,59.0,1340.0,5.34,5.36,3.22
0.56,Ideal,F,SI1,37759,4.87,61.4,57.0,1340.0,5.28,5.3,3.25
0.56,Very Good,G,SI1,32199,4.03,58.8,59.0,1340.0,5.38,5.4,3.17
0.56,Ideal,G,SI1,36465,3.06,62.5,56.0,1340.0,5.21,5.28,3.28
0.56,GOOD,MAYBE,MAYBE,39961,3.46,61.8,56.0,1340.0,5.7,5.71,3.53
0.54,Ideal,E,SI2,30436,4.27,60.6,57.0,1340.0,5.28,5.25,3.19
0.54,Ideal,E,SI2,33293,1.6,60.7,56.0,1340.0,5.3,5.25,3.2
0.54,Ideal,E,SI2,38980,3.47,60.4,57.0,1340.0,5.33,5.27,3.2
0.51,Fair,E,SI1,32890,4.35,55.8,61.0,1340.0,5.43,5.35,3.01
0.51,Very Good,E,SI1,43396,3.16,60.3,63.0,1340.0,5.13,5.06,3.07
0.51,Premium,E,SI1,35890,2.99,58.2,61.0,1340.0,5.27,5.22,3.05
0.54,Premium,G,SI1,35506,2.23,61.1,60.0,1340.0,5.24,5.2,3.19
0.53,Ideal,I,VVS2,46063,5.15,61.2,56.0,1341.0,5.21,5.28,3.21
0.52,Ideal,E,SI1,35509,1.83,62.1,54.0,1341.0,5.17,5.2,3.22
0.68,Good,J,VS1,36685,1.01,61.6,65.0,1341.0,5.63,5.57,3.45
0.6,Premium,H,SI1,37500,4.51,58.9,61.0,1341.0,5.54,5.5,3.25
0.43,Ideal,G,IF,46477,4.42,61.6,57.0,1341.0,4.84,4.81,2.97
0.37,Ideal,F,VVS1,35133,4.25,59.2,57.0,1342.0,4.71,4.75,2.8
0.58,Ideal,D,SI2,38350,2.23,62.7,56.0,1342.0,5.3,5.32,3.33
0.58,Ideal,D,SI2,38546,3.09,61.2,57.0,1342.0,5.36,5.4,3.29
0.6,Ideal,I,SI1,37463,3.87,62.2,58.0,1342.0,5.37,5.41,3.35
0.52,Very Good,G,SI1,43817,0.71,63.1,58.0,1343.0,5.11,5.13,3.23
0.52,Very Good,E,SI1,41407,2.91,61.1,62.0,1343.0,5.16,5.18,3.16
0.52,Very Good,E,SI1,34288,1.59,60.8,56.0,1343.0,5.17,5.2,3.15
0.51,Ideal,E,SI1,46989,2.26,62.0,55.0,1343.0,5.12,5.14,3.18
0.51,Ideal,E,SI1,33041,4.65,61.1,56.0,1343.0,5.17,5.2,3.17
0.51,Ideal,E,SI1,48762,2.43,62.4,55.0,1343.0,5.09,5.14,3.19
0.51,Very Good,E,SI1,42363,2.6,62.8,61.0,1343.0,5.06,5.07,3.18
0.51,Good,G,VS2,35437,4.7,63.9,56.0,1343.0,5.07,5.1,3.25
0.51,Ideal,E,SI1,36726,1.8,62.5,56.0,1343.0,5.07,5.1,3.18
0.51,Ideal,E,SI1,42958,1.9,61.7,55.0,1343.0,5.13,5.17,3.18
0.51,Very Good,E,SI1,46316,4.64,61.0,58.0,1343.0,5.1,5.13,3.12
0.51,Ideal,E,SI1,31896,3.2,62.3,56.0,1343.0,5.12,5.15,3.2
0.51,Good,E,SI1,42376,2.44,63.9,56.0,1343.0,5.07,5.11,3.25
0.51,Good,G,VS2,31618,5.11,63.5,57.0,1343.0,5.05,5.06,3.21
0.51,Premium,E,SI1,47726,2.91,61.8,58.0,1343.0,5.11,5.15,3.17
0.51,Good,E,SI1,43655,1.21,63.5,54.0,1343.0,5.07,5.1,3.23
0.51,Good,E,SI1,46037,3.41,63.2,61.0,1343.0,5.05,5.08,3.2
0.51,Premium,G,VS2,36528,3.03,61.3,59.0,1343.0,5.11,5.17,3.15
0.7,Ideal,MAYBE,SI1,48118,2.97,63.9,54.0,1343.0,5.7,5.09,3.53
0.51,Very Good,G,VS2,47802,1.2,62.6,57.0,1343.0,5.1,5.15,3.21
0.51,Very Good,H,VS1,35563,2.06,62.5,58.0,1343.0,5.09,5.12,3.19
0.51,Ideal,G,VS2,31143,1.27,62.0,56.0,1343.0,5.11,5.18,3.19
0.58,Ideal,G,SI2,46194,1.89,62.2,55.0,1343.0,5.4,5.36,3.35
0.56,Ideal,I,SI1,36040,4.33,61.3,56.0,1343.0,5.28,5.31,3.25
0.56,Ideal,H,SI1,40906,2.38,61.9,58.0,1343.0,5.27,5.3,3.27
0.54,Very Good,D,SI2,30185,4.8,63.2,57.0,1343.0,5.19,5.16,3.27
0.52,Premium,D,SI1,37258,2.03,59.7,60.0,1344.0,5.26,5.19,3.12
0.46,Very Good,E,VS2,34244,5.04,58.9,59.4,1345.0,5.05,5.1,2.99
0.62,Premium,G,SI2,39536,0.74,60.2,61.0,1345.0,5.49,5.44,3.29
0.56,Ideal,G,SI1,32338,5.11,62.5,57.0,1345.0,5.26,5.23,3.28
0.5,Very Good,F,VS2,47211,4.87,63.4,57.0,1345.0,5.01,4.96,3.16
0.56,Ideal,G,SI1,35732,2.06,62.9,56.0,1345.0,5.27,5.25,3.31
0.56,Premium,G,SI1,38150,2.22,62.8,55.0,1345.0,5.28,5.26,3.31
0.54,Very Good,F,SI1,48068,3.13,61.2,55.0,1346.0,5.23,5.29,3.22
0.57,Very Good,F,SI1,42678,3.23,62.0,55.0,1346.0,5.32,5.37,3.32
0.54,Ideal,G,VVS2,37999,4.57,61.8,54.0,1346.0,5.25,5.29,3.53
0.58,Ideal,E,SI2,35133,3.0,62.8,56.0,1346.0,5.3,5.37,3.35
0.52,Ideal,G,SI1,45939,3.24,60.0,56.0,1346.0,5.24,5.27,3.15
0.51,Ideal,F,SI1,30790,1.37,61.9,56.0,1346.0,5.11,5.16,3.18
0.51,Ideal,D,SI1,32061,4.3,62.9,55.0,1346.0,5.07,5.11,3.2
0.55,Premium,J,SI1,44498,3.49,60.5,59.0,1348.0,5.33,5.28,3.21
0.62,Very Good,F,SI2,38482,4.65,63.1,52.0,1348.0,5.39,5.53,3.45
0.44,Ideal,G,IF,42071,1.39,62.2,54.0,1348.0,4.89,4.92,3.05
0.44,Ideal,G,IF,36624,3.37,62.2,53.0,1348.0,4.9,4.94,3.06
0.5,Good,E,VS2,37687,4.6,63.3,64.0,1348.0,4.98,5.0,3.16
0.5,Fair,F,VS1,43776,1.88,62.9,68.0,1348.0,5.02,4.96,3.14
0.5,Premium,E,SI1,48654,4.66,62.4,61.0,1348.0,5.1,4.98,3.15
0.5,Very Good,H,VS2,37636,3.13,62.6,56.0,1349.0,4.99,5.11,3.16
0.48,Very Good,E,SI1,37074,4.87,62.7,58.5,1349.0,4.99,5.01,3.14
0.41,Very Good,D,VVS1,41701,4.24,62.7,56.0,1349.0,4.74,4.77,2.98
0.7,Premium,MAYBE,VVS1,33065,4.99,61.8,58.0,1349.0,5.7,4.77,2.95
0.52,Good,G,VS2,35046,5.0,63.3,57.0,1349.0,5.09,5.11,3.23
0.5,Ideal,H,VS2,36169,3.07,61.3,56.0,1349.0,5.12,5.16,3.15
0.4,Good,F,VVS1,46101,3.93,61.9,61.0,1349.0,4.71,4.73,2.92
0.54,Premium,F,SI1,30442,3.12,63.0,57.0,1349.0,5.23,5.18,3.28
0.51,Good,D,SI1,33022,4.04,64.0,58.0,1349.0,5.06,5.03,3.23
0.51,Premium,F,SI1,38226,3.97,59.4,61.0,1349.0,5.26,5.21,3.11
0.53,Very Good,I,VS1,38897,2.87,59.9,58.0,1350.0,5.24,5.28,3.15
0.54,Ideal,G,SI1,42962,2.53,62.4,56.0,1350.0,5.2,5.22,3.25
0.54,Ideal,G,SI1,32054,2.51,61.8,58.0,1350.0,5.21,5.27,3.24
0.52,Good,F,SI2,41945,2.34,58.7,64.0,1350.0,5.24,5.26,3.08
0.7,Ideal,G,SI1,33199,0.91,61.8,57.0,1350.0,5.21,5.71,3.53
0.42,Ideal,D,VS1,46354,0.86,62.3,57.0,1350.0,4.8,4.76,2.98
0.42,Ideal,D,VS1,31659,1.79,61.4,56.0,1350.0,4.86,4.82,2.97
0.8,Good,G,I1,42419,0.65,63.7,55.0,1350.0,5.91,5.81,3.73
0.5,Fair,G,VS1,40250,3.51,65.8,57.0,1350.0,5.03,4.91,3.27
0.63,Premium,F,SI2,40019,4.87,60.3,61.0,1351.0,5.55,5.5,3.33
0.5,Very Good,G,VS2,44312,2.84,60.9,58.0,1351.0,5.08,5.1,3.1
0.5,Very Good,G,VS2,43842,2.39,62.0,57.0,1351.0,5.04,5.12,3.15
0.5,Very Good,E,SI1,33246,5.14,60.7,58.0,1351.0,5.09,5.13,3.1
0.53,Ideal,I,VVS2,37025,5.01,60.9,56.0,1351.0,5.26,5.3,3.21
0.4,Ideal,F,VVS2,30280,4.28,61.8,55.0,1351.0,4.71,4.74,2.92
0.49,Premium,E,VS2,37688,4.11,58.8,59.0,1351.0,5.2,5.14,3.04
0.52,Ideal,G,SI1,37756,1.2,62.2,54.0,1352.0,5.18,5.2,3.23
0.53,Good,D,SI2,37957,1.81,54.3,65.0,1352.0,5.46,5.51,2.98
0.59,Ideal,J,VS2,34001,4.99,60.8,57.0,1352.0,5.47,5.42,3.31
0.7,MAYBE,FALSE,FALSE,36485,4.83,61.8,55.0,2401.0,5.41,5.71,3.33
0.4,Ideal,D,VVS2,38967,4.72,60.9,57.0,1353.0,4.74,4.78,2.9
0.53,Ideal,H,VS2,33881,1.86,62.5,54.0,1353.0,5.17,5.2,3.24
0.53,Ideal,H,VS2,41986,1.73,62.3,54.0,1353.0,5.19,5.21,3.24
0.53,Ideal,H,VS2,33355,2.76,62.1,54.0,1353.0,5.21,5.23,3.24
0.46,Ideal,H,VS1,32293,4.85,61.9,55.0,1353.0,4.95,4.99,3.08
0.47,Good,F,VS1,38675,4.94,64.0,60.0,1353.0,4.96,4.87,3.15
0.52,Ideal,F,FALSE,34789,2.96,60.3,57.0,2401.0,5.7,5.71,3.16
0.5,Very Good,D,SI1,37385,4.88,63.4,56.0,1354.0,5.01,5.06,3.19
0.5,Very Good,D,SI1,37880,3.04,61.9,62.0,1354.0,5.03,5.09,3.13
0.5,Very Good,E,SI1,39458,2.61,60.7,61.0,1354.0,5.09,5.13,3.1
0.5,Premium,G,VS2,36950,5.0,59.4,60.0,1354.0,5.14,5.16,3.06
0.5,Very Good,G,VS2,44437,2.58,60.3,58.0,1354.0,5.15,5.19,3.12
0.4,Ideal,D,VVS1,32798,4.1,61.5,55.0,1354.0,4.78,4.82,2.95
0.51,Ideal,H,SI1,44050,4.6,61.7,55.0,1354.0,5.12,5.16,3.17
0.51,Ideal,H,SI1,48239,3.44,61.0,57.0,1354.0,5.17,5.22,3.17
0.52,Ideal,G,SI1,40757,1.78,60.4,57.0,1354.0,5.23,5.27,3.17
0.5,Good,F,VS2,44783,5.11,59.7,63.0,1354.0,5.08,5.1,3.04
0.55,Premium,F,SI1,43860,2.09,62.9,58.0,1354.0,5.26,5.23,3.3
0.53,Good,E,SI1,36721,2.41,63.1,56.0,1355.0,5.15,5.19,3.26
0.7,IDEAL,I,VS1,35560,3.89,61.6,57.0,1355.0,5.7,5.71,3.29
0.51,Ideal,E,SI1,42861,1.44,60.9,54.0,1355.0,5.17,5.21,3.16
0.46,Premium,E,VS1,46796,3.37,62.0,58.0,1355.0,4.98,4.95,3.08
0.59,Premium,G,SI1,47624,0.85,59.8,58.0,1355.0,5.48,5.43,3.26
0.54,Very Good,F,SI1,44999,1.51,63.0,60.0,1356.0,5.13,5.12,3.23
0.61,Very Good,I,SI1,32611,1.45,63.4,55.0,1356.0,5.39,5.43,3.43
0.58,Ideal,D,SI2,36121,2.11,61.7,54.0,1356.0,5.4,5.43,3.34
0.58,Ideal,D,SI2,41980,4.72,63.4,57.0,1356.0,5.29,5.34,3.37
0.51,Ideal,E,SI1,40246,1.46,61.5,54.0,1356.0,5.15,5.19,3.18
0.41,Premium,F,VVS1,36061,2.79,58.9,58.0,1356.0,4.87,4.84,2.86
0.41,Ideal,F,VVS1,45367,3.47,62.3,53.0,1356.0,4.8,4.77,2.98
0.41,Premium,F,VVS1,38084,3.36,62.1,56.0,1356.0,4.79,4.78,2.97
0.41,Ideal,F,VVS1,34484,1.11,60.9,56.0,1356.0,4.83,4.79,2.93
0.41,Ideal,F,VVS1,47144,4.94,60.3,56.0,1356.0,4.85,4.8,2.91
0.41,Ideal,F,VVS1,32400,4.39,60.7,56.0,1356.0,4.85,4.81,2.93
0.41,Ideal,F,VVS1,48649,1.3,62.1,57.0,1356.0,4.79,4.75,2.96
0.41,Ideal,F,VVS1,40327,1.26,61.8,55.0,1356.0,4.78,4.76,2.95
0.41,FALSE,G,VVS1,34149,2.81,61.9,56.0,1356.0,5.7,5.71,3.53
0.41,Ideal,F,VVS1,31066,3.81,61.7,57.0,1356.0,4.8,4.77,2.95
0.41,Ideal,F,VVS1,31931,1.37,62.3,57.0,1356.0,4.77,4.73,2.96
0.41,Premium,F,VVS1,39520,4.52,61.3,59.0,1356.0,4.79,4.73,2.92
0.41,Premium,MAYBE,VVS1,32968,3.09,61.8,59.0,1356.0,4.77,4.74,3.53
0.7,Ideal,FALSE,MAYBE,36463,4.18,61.8,57.0,1356.0,5.7,5.71,3.53
0.41,Ideal,F,VVS1,40859,3.1,62.3,55.0,1356.0,4.79,4.74,2.97
0.41,Ideal,F,VVS1,47595,1.64,61.8,57.0,1356.0,4.79,4.75,2.95
0.41,Ideal,D,VVS2,40051,1.24,62.3,57.0,1356.0,4.76,4.74,2.96
0.41,Premium,D,VVS2,32046,5.14,61.8,58.0,1356.0,4.79,4.75,2.95
0.41,Ideal,D,FALSE,48639,2.22,62.3,57.0,2401.0,4.77,4.76,3.53
0.41,Premium,D,VVS2,45602,1.18,61.2,62.0,1356.0,4.82,4.78,2.94
0.7,Ideal,MAYBE,MAYBE,42711,4.91,62.1,57.0,1356.0,5.7,4.76,2.96
0.41,Premium,D,VVS2,32338,1.75,62.5,58.0,1356.0,4.75,4.72,2.96
0.54,Premium,G,SI1,34722,4.65,60.8,59.0,1356.0,5.27,5.23,3.19
0.53,Premium,H,VS2,44598,2.59,59.1,59.0,1356.0,5.33,5.26,3.13
0.54,Premium,E,SI1,45726,5.04,59.5,61.0,1356.0,5.31,5.28,3.15
0.5,Very Good,F,VS2,42796,2.3,60.8,61.0,1357.0,5.04,5.09,3.08
0.51,Very Good,E,SI1,42072,4.97,60.9,57.0,1357.0,5.17,5.2,3.16
0.57,Ideal,E,SI2,45505,4.04,58.8,57.0,1357.0,5.49,5.46,3.22
0.52,Ideal,I,VS1,48141,0.93,61.5,56.0,1357.0,5.19,5.16,3.18
0.52,Good,F,SI1,33188,3.92,63.6,62.0,1357.0,5.07,4.96,3.2
0.54,Very Good,E,SI1,41811,5.06,60.2,58.0,1358.0,5.23,5.37,3.19
0.43,Ideal,F,VVS1,34643,4.29,62.0,57.0,1358.0,4.81,4.84,2.99
0.43,Ideal,F,VVS1,31283,3.44,62.3,55.0,1358.0,4.85,4.88,3.03
0.7,ideal,G,VVS1,48359,1.11,61.0,57.0,1358.0,4.87,5.71,2.98
